,Horodateur,Boutique,code postal,Depuis combien de temps êtes vous un client de la Maison Pariès ?,A quelle fréquence venez-vous nous rendre visite ?,Comment nous avez-vous connus ?,"En 2 mots, comment définiriez-vous la Maison ?",A quelle(s) occasion(s) effectuez-vous des achats chez nous,Quel est le produit que vous préférez ?,Quel est le dernier produit de la gamme Pariès que vous connaissez ?,8. Quels sont les produits de nos gammes que vous achetez chez d’autres artisans ?,Pourquoi ?,Où achetez-vous nos produits ?,Avez-vous déjà eu l’occasion de commander nos produits sur notre site en ligne ?,"Si vous n'êtes pas de la région, aimeriez-vous pouvoir trouver nos produits à proximité de votre domicile ?",Pourquoi ?.1,Que devons-nous faire pour progresser ?,"14. Dans les grandes évolutions de la consommation, quelles sont les 3 qui vous tiennent le plus à cœur ?",Sexe,Quelle est votre catégorie socio-professionnelle ?,Tranche d'âge,de combien de personnes se compose votre foyer ?,"S'il y a des enfants dans votre foyer, quel âge ont-ils ?",Êtes-vous abonné à notre newsletter ?,"Si non, confiez-moi votre adresse mail pour recevoir notre actualité (moins de 10 mails par an)"
688,2022-07-07,Bayonne,64100,Depuis quelques années,visite exceptionnelle,bouche à oreille,Accueillant; Excellent,pour me faire plaisir; pour régaler ma famille; pour faire un cadeau,Pâtisseries,Gateau de voyage,Aucun,,Toujours dans la même boutique,Non,,,Rien,"Alimentation durable (naturalité, moins de gaspillage, préoccupations écologiques et éthiques); Tradition et authenticité; Localisme (consommation locale, circuits courts, relations avec le primeur l’artisan)",Femme,Employé,50/64,4.0,"entre 5 et 10 ans, plus de 15 ans",Non,
689,2022-07-07,Bayonne,64100,Depuis quelques années,visite exceptionnelle,bouche à oreille,Qualité; Serviable,pour faire un cadeau,Chocolat,Je ne sais pas,Aucun,,Toujours dans la même boutique,Non,,,Je ne sais pas,"Alimentation durable (naturalité, moins de gaspillage, préoccupations écologiques et éthiques); Faire soi-même; Localisme (consommation locale, circuits courts, relations avec le primeur l’artisan)",Homme,Cadre et profession intellectuelle supérieure,50/64,5.0,plus de 15 ans,Non,
690,2022-07-07,Bayonne,28000,Depuis quelques années,visite mensuelle,"avec vos parents, votre famille",Bon,pour me faire plaisir; pour faire un cadeau,Gateau basque,Je ne sais pas,Gateau basque,Proximité,En fonction de l'endroit où je me trouve,Non,Non,Associé à la région,Rien,"Alimentation durable (naturalité, moins de gaspillage, préoccupations écologiques et éthiques); Localisme (consommation locale, circuits courts, relations avec le primeur l’artisan)",Femme,Etudiant,18/24,5.0,plus de 15 ans,Non,
691,2022-07-07,Bayonne,40230,Depuis quelques années,visite exceptionnelle,bouche à oreille,Bien; Bon,quand je reçois du monde ou quand je suis invitée; Fêtes,Je ne sais pas,Chocolat,Chocolat,Proximité,Toujours dans la même boutique,Non,,,Je ne sais pas,"Alimentation durable (naturalité, moins de gaspillage, préoccupations écologiques et éthiques); Localisme (consommation locale, circuits courts, relations avec le primeur l’artisan); Consommation économe (recherche de bonnes affaires, de prix bas, de promotions…)",Femme,Employé,25/34,3.0,- de 5 ans,Non,
692,2022-07-07,Bayonne,64240,Depuis toujours,visite exceptionnelle,"avec vos parents, votre famille",Qualité; Chaleureux,pour régaler ma famille; pour faire un cadeau,Mouchous,Pâte à tartiner,Aucun,,En fonction de l'endroit où je me trouve,Non,,,Rien,"Alimentation durable (naturalité, moins de gaspillage, préoccupations écologiques et éthiques); Faire soi-même; Localisme (consommation locale, circuits courts, relations avec le primeur l’artisan)",Femme,Retraité,65 et +,2.0,,Non,**********
693,2022-07-07,Bayonne,64100,Depuis toujours,visite mensuelle,"avec vos parents, votre famille",Qualité; Professionnelle,pour faire un cadeau; quand je reçois du monde ou quand je suis invitée,Gateau basque,Je ne sais pas,Aucun,,En fonction de l'endroit où je me trouve,Non,,,Je ne sais pas,"Alimentation santé bien être et transparence; Tradition et authenticité; Localisme (consommation locale, circuits courts, relations avec le primeur l’artisan)",Femme,Employé,50/64,2.0,plus de 15 ans,Non,
694,2022-07-07,Bayonne,64600,Depuis toujours,visite hebdomadaire,"avec vos parents, votre famille",Tradition,pour me faire plaisir,Kanougas,Je ne sais pas,Aucun,,Toujours dans la même boutique,Non,,,Avoir plus de stock de croquants aux Amandes,Alimentation santé bien être et transparence; Faire soi-même; Tradition et authenticité,Homme,Retraité,65 et +,2.0,,Non,
695,2022-07-07,Bayonne,Canada,Depuis quelques années,visite exceptionnelle,"avec vos parents, votre famille",Bon; Savoureux; Belle,pour régaler ma famille,Chocolat,Je ne sais pas,Pâtisseries,Proximité,En fonction de l'endroit où je me trouve,oui,,,Faire plus de dégustation; Ouvrir au Canada,"Alimentation santé bien être et transparence; Tradition et authenticité; Localisme (consommation locale, circuits courts, relations avec le primeur l’artisan)",Homme,Cadre et profession intellectuelle supérieure,50/64,5.0,"entre 5 et 10 ans, entre 11 et 15 ans",Non,
696,2022-07-07,Bayonne,64100,Depuis quelques années,visite mensuelle,"avec vos parents, votre famille",Excellent; Accueillant,pour me faire plaisir; pour régaler ma famille; pour faire un cadeau,Pâtisseries Doréat,Je ne sais pas,Aucun,,En fonction de l'endroit où je me trouve,Non,,,Rien,"Alimentation santé bien être et transparence; Tradition et authenticité; Localisme (consommation locale, circuits courts, relations avec le primeur l’artisan)",Femme,Employé,50/64,2.0,,Non,
697,2022-07-07,Bayonne,64990,Depuis toujours,visite exceptionnelle,"avec vos parents, votre famille",Savoureux; Chocolat,pour faire un cadeau; quand je reçois du monde ou quand je suis invitée; Noël,Mouchous,Pâte à tartiner,Chocolat,Pour changer,En fonction de l'endroit où je me trouve,Non,,,Je ne sais pas,"Alimentation durable (naturalité, moins de gaspillage, préoccupations écologiques et éthiques); Alimentation santé bien être et transparence; Localisme (consommation locale, circuits courts, relations avec le primeur l’artisan)",Femme,Cadre et profession intellectuelle supérieure,35/49,4.0,entre 11 et 15 ans,Non,
698,2022-07-07,Bayonne,64100,Depuis toujours,visite exceptionnelle,"avec vos parents, votre famille",Qualité; Chaleureux,pour me faire plaisir; pour régaler ma famille,Gateau basque,Gateau basque noisette,Viennoiseries,Proximité,En fonction de l'endroit où je me trouve,Non,,,Je ne sais pas,"Tradition et authenticité; Localisme (consommation locale, circuits courts, relations avec le primeur l’artisan); Consommation économe (recherche de bonnes affaires, de prix bas, de promotions…)",Femme,Employé,35/49,4.0,entre 5 et 10 ans,Non,**********
699,2022-07-07,Bayonne,40220,Depuis quelques années,visite exceptionnelle,bouche à oreille,Attrayant; Accueillant,pour régaler ma famille; pour faire un cadeau,Gateau basque,Gateau basque aux agrumes,Macarons,Bon aussi ailleurs,Toujours dans la même boutique,Non,,,Je ne sais pas,"Alimentation santé bien être et transparence; Tradition et authenticité; Localisme (consommation locale, circuits courts, relations avec le primeur l’artisan)",Femme,Retraité,65 et +,2.0,,Non,
700,2022-07-07,Bayonne,40390,Depuis quelques années,visite exceptionnelle,bouche à oreille,Bon; Qualité,pour faire un cadeau,Mouchous,Je ne sais pas,Aucun,,Toujours dans la même boutique,Non,,,Faire une carte de fidélité,"Alimentation durable (naturalité, moins de gaspillage, préoccupations écologiques et éthiques); Alimentation santé bien être et transparence; Faire soi-même",Femme,Employé,35/49,4.0,"- de 5 ans, entre 5 et 10 ans",Non,
701,2022-07-07,Bayonne,64100,Depuis quelques années,visite exceptionnelle,par hasard en passant devant,Savoureux,pour faire un cadeau,Mouchous pistache,Je ne sais pas,Aucun,,En fonction de l'endroit où je me trouve,Non,,,Je ne sais pas,"Alimentation santé bien être et transparence; Faire soi-même; Localisme (consommation locale, circuits courts, relations avec le primeur l’artisan)",Homme,Employé,25/34,3.0,entre 5 et 10 ans,Non,
702,2022-07-07,Bayonne,31470,Depuis quelques années,visite exceptionnelle,bouche à oreille,Bon,pour me faire plaisir; pour régaler ma famille,Gateau basque,Je ne sais pas,Aucun,,Toujours dans la même boutique,oui,oui,Proximité,Je ne sais pas,"Alimentation santé bien être et transparence; Localisme (consommation locale, circuits courts, relations avec le primeur l’artisan); Consommation économe (recherche de bonnes affaires, de prix bas, de promotions…)",Homme,Cadre et profession intellectuelle supérieure,35/49,3.0,entre 11 et 15 ans,Oui,
703,2022-07-07,Bayonne,64100,Depuis moins d'un an,visite exceptionnelle,bouche à oreille,Qualité; Savoureux,pour me faire plaisir; pour faire un cadeau,Gateau basque,Je ne sais pas,Gateau basque,Pour changer,Toujours dans la même boutique,Non,,,Diversifier les parfums de gateaux basques,"Faire soi-même; Tradition et authenticité; Localisme (consommation locale, circuits courts, relations avec le primeur l’artisan)",Femme,Cadre et profession intellectuelle supérieure,35/49,1.0,,Non,
704,2022-07-07,Bayonne,64240,Depuis quelques années,visite mensuelle,bouche à oreille,Excellent,pour me faire plaisir; pour faire un cadeau,Chocolat,Gateau basque aux agrumes,Aucun,,En fonction de l'endroit où je me trouve,oui,,,Continuer,"Alimentation durable (naturalité, moins de gaspillage, préoccupations écologiques et éthiques); Tradition et authenticité; Localisme (consommation locale, circuits courts, relations avec le primeur l’artisan)",Femme,Profession intermédiaire,50/64,2.0,,Oui,
705,2022-07-07,Bayonne,64600,Depuis quelques années,visite mensuelle,bouche à oreille,Qualité; Bon,pour régaler ma famille; quand je reçois du monde ou quand je suis invitée,Gateau basque noisette,Espelines,Macarons,Bon aussi ailleurs,En fonction de l'endroit où je me trouve,Non,,,Rien,"Faire soi-même; Tradition et authenticité; Localisme (consommation locale, circuits courts, relations avec le primeur l’artisan)",Femme,Cadre et profession intellectuelle supérieure,50/64,5.0,plus de 15 ans,Non,
706,2022-07-07,Bayonne,25000,Depuis toujours,visite exceptionnelle,"avec vos parents, votre famille",Savoureux; Tradition,pour me faire plaisir; pour faire un cadeau,Gateau basque,Je ne sais pas,Chocolat,Proximité,En fonction de l'endroit où je me trouve,Non,oui,Proximité,Je ne sais pas,Alimentation santé bien être et transparence; Faire soi-même; Tradition et authenticité,Homme,Employé,25/34,2.0,,Non,
707,2022-07-07,Bayonne,64100,Depuis moins d'un an,visite mensuelle,bouche à oreille,Raffiné; Savoureux,pour régaler ma famille; quand je reçois du monde ou quand je suis invitée,Gateau basque,Je ne sais pas,Gateau basque,Bon aussi ailleurs,Toujours dans la même boutique,Non,,,Je ne sais pas,"Alimentation durable (naturalité, moins de gaspillage, préoccupations écologiques et éthiques); Tradition et authenticité; Localisme (consommation locale, circuits courts, relations avec le primeur l’artisan)",Femme,Employé,35/49,4.0,plus de 15 ans,Non,
708,2022-07-07,Bayonne,67230,C’est une de mes premières visites,visite exceptionnelle,par hasard en passant devant,Savoureux; Découverte,pour me faire plaisir; pour régaler ma famille,Viennoiseries Croquant aux amandes,,Chocolat,Proximité,Toujours dans la même boutique,Non,oui,Proximité,,"Alimentation durable (naturalité, moins de gaspillage, préoccupations écologiques et éthiques); Tradition et authenticité; Localisme (consommation locale, circuits courts, relations avec le primeur l’artisan)",Homme,Cadre et profession intellectuelle supérieure,50/64,4.0,plus de 15 ans,Non,
709,2022-07-07,Bayonne,32150,Depuis toujours,visite exceptionnelle,"avec vos parents, votre famille",Super,pour me faire plaisir; pour régaler ma famille,Mouchous amande,Je ne sais pas,Pâtisseries,Proximité,En fonction de l'endroit où je me trouve,Non,oui,Proximité,Rien,"Alimentation santé bien être et transparence; Tradition et authenticité; Localisme (consommation locale, circuits courts, relations avec le primeur l’artisan)",Femme,Retraité,65 et +,2.0,,Non,
710,2022-07-07,Bayonne,64210,Depuis quelques années,visite mensuelle,par hasard en passant devant,Gâteau basque,pour me faire plaisir,Gateau basque,Avellines,Gateau basque,Pour changer,En fonction de l'endroit où je me trouve,Non,,,Rien,"Alimentation durable (naturalité, moins de gaspillage, préoccupations écologiques et éthiques); Faire soi-même; Localisme (consommation locale, circuits courts, relations avec le primeur l’artisan)",Femme,Profession libérale,25/34,2.0,,Non,
711,2022-07-07,Bayonne,75015,Depuis quelques années,visite exceptionnelle,"avec vos parents, votre famille",Savoureux; Touristique,pour me faire plaisir; pour faire un cadeau,Mouchous,Espelines,Gateau basque,Pour changer,En fonction de l'endroit où je me trouve,Non,,,Rien,"Faire soi-même; Tradition et authenticité; Localisme (consommation locale, circuits courts, relations avec le primeur l’artisan)",Femme,Profession intermédiaire,50/64,1.0,,Non,**********
712,2022-07-07,Bayonne,64100,Depuis toujours,visite exceptionnelle,"avec vos parents, votre famille",Savoureux; Tradition,pour faire un cadeau,Mouchous,Je ne sais pas,Gateau basque,Proximité,En fonction de l'endroit où je me trouve,Non,,,Je ne sais pas,"Alimentation durable (naturalité, moins de gaspillage, préoccupations écologiques et éthiques); Tradition et authenticité; Localisme (consommation locale, circuits courts, relations avec le primeur l’artisan)",Femme,Employé,25/34,1.0,,Non,**********
713,2022-07-07,Bayonne,40220,Depuis toujours,visite exceptionnelle,"avec vos parents, votre famille",Savoureux; Accueillant,pour me faire plaisir; pour faire un cadeau,Mouchous,Gateau basque chocolat,Macarons; Chocolat,Proximité; Pour changer,Toujours dans la même boutique,Non,,,Continuer,"Alimentation durable (naturalité, moins de gaspillage, préoccupations écologiques et éthiques); Tradition et authenticité; Localisme (consommation locale, circuits courts, relations avec le primeur l’artisan)",Femme,"Artisan, commerçant, chef d'entreprise",35/49,1.0,,Non,
714,2022-07-07,Bayonne,64150,C’est une de mes premières visites,visite exceptionnelle,bouche à oreille,Excellent; Artisanale,pour me faire plaisir; pour régaler ma famille; pour faire un cadeau,Avellines,Je ne sais pas,Gateau basque; Chocolat,Pour changer,En fonction de l'endroit où je me trouve,Non,,,Faire plus de dégustation,"Alimentation santé bien être et transparence; Tradition et authenticité; Localisme (consommation locale, circuits courts, relations avec le primeur l’artisan)",Femme,Profession libérale,35/49,4.0,entre 5 et 10 ans,Non,
715,2022-07-07,Bayonne,64100,Depuis quelques années,visite exceptionnelle,"avec vos parents, votre famille",Local; Savoureux,pour me faire plaisir; pour faire un cadeau; Fêtes,Mouchous,Je ne sais pas,Gateau basque,Proximité,Toujours dans la même boutique,Non,,,Rien,"Alimentation durable (naturalité, moins de gaspillage, préoccupations écologiques et éthiques); Tradition et authenticité; Localisme (consommation locale, circuits courts, relations avec le primeur l’artisan)",Femme,Etudiant,18/24,4.0,plus de 15 ans,Non,
716,2022-07-07,Bayonne,40440,Depuis quelques années,visite exceptionnelle,bouche à oreille,Chaleureux,pour faire un cadeau; quand je reçois du monde ou quand je suis invitée; Fêtes,Viennoiseries Feuillantine,Espelines,Chocolat,Bon aussi ailleurs,Toujours dans la même boutique,Non,,,Je ne sais pas,"Alimentation durable (naturalité, moins de gaspillage, préoccupations écologiques et éthiques); Faire soi-même; Localisme (consommation locale, circuits courts, relations avec le primeur l’artisan)",Femme,Employé,35/49,4.0,plus de 15 ans,Non,**********
717,2022-07-07,Bayonne,40220,Depuis toujours,visite exceptionnelle,"avec vos parents, votre famille",Mouchous; Bon,pour me faire plaisir; pour régaler ma famille; pour faire un cadeau,Mouchous,Je ne sais pas,Aucun,,En fonction de l'endroit où je me trouve,Non,,,Expédier en Allemagne,"Alimentation durable (naturalité, moins de gaspillage, préoccupations écologiques et éthiques); Alimentation santé bien être et transparence; Faire soi-même",Femme,Sans profession,35/49,5.0,"entre 5 et 10 ans, entre 11 et 15 ans",Non,
